item_id,instrument,alpha,key,is_reverse_keyed,text,construct_reported,text.1,text_norm,is_empty
it_103246,ORVIS,0.88,1,False,Play an instrument in a symphony,Creativity/Originality,,,True
it_103247,ORVIS,0.9,1,False,Prepare financial contracts,Organization,,,True
it_103248,ORVIS,0.86,1,False,Provide comfort and support to others,Altruism,,,True
it_103249,ORVIS,0.81,1,False,Raise flowers,Construction/Mechanical Interests,,,True
it_103250,ORVIS,0.79,1,False,Read many books,Language Mastery,,,True
it_103251,ORVIS,0.88,1,False,Redecorate one__ house,Creativity/Originality,,,True
it_103252,ORVIS,0.81,1,False,Repair cars or trucks,Construction/Mechanical Interests,,,True
it_103253,ORVIS,0.87,1,False,Run for political office,Leadership,,,True
it_103254,ORVIS,0.88,1,False,Select art works for a museum,Creativity/Originality,,,True
it_103255,ORVIS,0.88,1,False,Sing professionally,Creativity/Originality,,,True
it_103256,ORVIS,0.88,1,False,Solve complex puzzles,Science Interest,,,True
it_103257,ORVIS,0.79,1,False,Speak fluently on any subject,Language Mastery,,,True
it_103258,ORVIS,0.9,1,False,Supervise the work of others,Organization,,,True
it_103259,ORVIS,0.82,1,False,Survive in the wilderness,Adventurousness,,,True
it_103260,ORVIS,0.81,1,False,Work with tools and machinery,Construction/Mechanical Interests,,,True
it_103261,ORVIS,0.88,1,False,Write short stories or novels,Creativity/Originality,,,True
it_103262,ORVIS,0.88,1,False,Write songs,Creativity/Originality,,,True
it_103263,Radloff1977,0.93,1,False,Could not get going.,Depression,,,True
it_103264,Radloff1977,0.93,1,False,"Did not feel like eating, even though I should have been hungry.",Depression,,,True
it_103265,Radloff1977,0.93,-1,True,Enjoyed life.,Depression,,,True
it_103266,Radloff1977,0.93,1,False,Felt depressed.,Depression,,,True
it_103267,Radloff1977,0.93,1,False,Felt fearful.,Depression,,,True
it_103268,Radloff1977,0.93,-1,True,Felt happy.,Depression,,,True
it_103269,Radloff1977,0.93,-1,True,Felt hopeful about the future.,Depression,,,True
it_103270,Radloff1977,0.93,1,False,Felt lonely.,Depression,,,True
it_103271,Radloff1977,0.93,1,False,Felt sad.,Depression,,,True
it_103272,Radloff1977,0.93,1,False,Felt that everything I did was an effort.,Depression,,,True
it_103273,Radloff1977,0.93,1,False,"Felt that I could not shake off the blues, even with help from my family or friends.",Depression,,,True
it_103274,Radloff1977,0.93,1,False,Felt that people disliked me.,Depression,,,True
it_103275,Radloff1977,0.93,1,False,Had a poor appetite.,Depression,,,True
it_103276,Radloff1977,0.93,1,False,Had crying spells.,Depression,,,True
it_103277,Radloff1977,0.93,1,False,Had restless sleep.,Depression,,,True
it_103278,Radloff1977,0.93,1,False,Had thoughts about death.,Depression,,,True
it_103279,Radloff1977,0.93,1,False,Had trouble keeping my mind on what I was doing.,Depression,,,True
it_103280,Radloff1977,0.93,1,False,Talked less than usual.,Depression,,,True
it_103281,Radloff1977,0.93,1,False,Thought about killing myself.,Depression,,,True
it_103282,Radloff1977,0.93,1,False,Thought my life had been a failure.,Depression,,,True
it_103283,Radloff1977,0.93,1,False,Was bothered by things that usually don't bother me.,Depression,,,True
it_103284,Radloff1977,0.93,1,False,Was down in the dumps.,Depression,,,True
it_103285,Rosenberg1965,0.84,-1,True,Am less capable than most people.,Self-esteem,,,True
it_103286,Rosenberg1965,0.84,-1,True,Dislike myself.,Self-esteem,,,True
it_103287,Rosenberg1965,0.84,1,False,Feel comfortable with myself.,Self-esteem,,,True
it_103288,Rosenberg1965,0.84,-1,True,Feel that I'm unable to deal with things.,Self-esteem,,,True
it_103289,Rosenberg1965,0.84,-1,True,Feel that my life lacks direction.,Self-esteem,,,True
it_103290,Rosenberg1965,0.84,1,False,Just know that I will be a success.,Self-esteem,,,True
it_103291,Rosenberg1965,0.84,1,False,Know my strengths.,Self-esteem,,,True
it_103292,Rosenberg1965,0.84,1,False,Like to take responsibility for making decisions.,Self-esteem,,,True
it_103293,Rosenberg1965,0.84,-1,True,Question my ability to do my work properly.,Self-esteem,,,True
it_103294,Rosenberg1965,0.84,1,False,Seldom feel blue.,Self-esteem,,,True
it_103295,Scheier1994,0.86,-1,True,Am often in a bad mood.,Hope/Optimism,,,True
it_103296,Scheier1994,0.86,-1,True,Dislike myself.,Hope/Optimism,,,True
it_103297,Scheier1994,0.86,1,False,Feel comfortable with myself.,Hope/Optimism,,,True
it_103298,Scheier1994,0.86,-1,True,Feel that my life lacks direction.,Hope/Optimism,,,True
it_103299,Scheier1994,0.86,-1,True,Have a dark outlook on the future.,Hope/Optimism,,,True
it_103300,Scheier1994,0.86,1,False,Just know that I will be a success.,Hope/Optimism,,,True
it_103301,Scheier1994,0.86,1,False,Look at the bright side of life.,Hope/Optimism,,,True
it_103302,Scheier1994,0.86,-1,True,Often feel blue.,Hope/Optimism,,,True
it_103303,Scheier1994,0.86,1,False,Seldom feel blue.,Hope/Optimism,,,True
it_103304,Snyder1974,0.82,1,False,Am good at making impromptu speeches.,Self-monitoring,,,True
it_103305,Snyder1974,0.82,1,False,Am likely to show off if I get the chance.,Self-monitoring,,,True
it_103306,Snyder1974,0.82,1,False,Am the life of the party.,Self-monitoring,,,True
it_103307,Snyder1974,0.82,-1,True,Don't like to draw attention to myself.,Self-monitoring,,,True
it_103308,Snyder1974,0.82,-1,True,Hate being the center of attention.,Self-monitoring,,,True
it_103309,Snyder1974,0.82,1,False,Like to attract attention.,Self-monitoring,,,True
it_103310,Snyder1974,0.82,1,False,Put on a show to impress people.,Self-monitoring,,,True
it_103311,Snyder1974,0.82,1,False,Use flattery to get ahead.,Self-monitoring,,,True
it_103312,Snyder1974,0.82,1,False,Would make a good actor.,Self-monitoring,,,True
it_103313,Snyder1974,0.82,-1,True,Would not be a good comedian.,Self-monitoring,,,True
it_103314,Span2002,0.78,1,False,Am often fidgety.,ADHD,,,True
it_103315,Span2002,0.78,1,False,Begin to answer before the other person finishes the question.,ADHD,,,True
it_103316,Span2002,0.78,1,False,Don't enjoy doing quiet leisure activities.,ADHD,,,True
it_103317,Span2002,0.78,1,False,Don't finish the things that I start.,ADHD,,,True
it_103318,Span2002,0.78,1,False,Don't pay enough attention when others are speaking to me.,ADHD,,,True
it_103319,Span2002,0.78,1,False,Feel restless a lot of the time.,ADHD,,,True
it_103320,Span2002,0.78,1,False,Find it difficult to organize tasks and activities.,ADHD,,,True
it_103321,Span2002,0.78,1,False,Find it difficult to sit still for long periods of time.,ADHD,,,True
it_103322,Span2002,0.78,1,False,Forget things.,ADHD,,,True
it_103323,Span2002,0.78,1,False,Have been told I'm not listening when others are speaking to me.,ADHD,,,True
it_103324,Span2002,0.78,1,False,Have difficulty keeping my attention on a task.,ADHD,,,True
it_103325,Span2002,0.78,1,False,Make careless mistakes.,ADHD,,,True
it_103326,TCI,0.75,1,False,Accept challenging tasks.,Competence,,,True
it_103327,TCI,0.72,1,False,Accept others' weaknesses.,Compassion,,,True
it_103328,TCI,0.72,1,False,Accept people as they are.,Tolerance,,,True
it_103329,TCI,0.78,1,False,Accomplish a lot of work.,Industriousness/Perseverance/Persistence,,,True
it_103330,TCI,0.73,1,False,Acknowledge others' accomplishments.,Trust,,,True
it_103331,TCI,0.66,1,False,Act according to my conscience.,Morality,,,True
it_103332,TCI,0.86,-1,True,Act comfortably with others.,Social-discomfort,,,True
it_103333,TCI,0.71,-1,True,Agree to anything.,Hope/Optimism,,,True
it_103334,TCI,0.72,-1,True,Am a bad loser.,Tolerance,,,True
it_103335,TCI,0.78,1,False,Am able to control my cravings.,Impulse-Control,,,True
it_103336,TCI,0.77,1,False,Am afraid of many things.,Self-efficacy,,,True
it_103337,TCI,0.78,1,False,Am always on the go.,Industriousness/Perseverance/Persistence,,,True
it_103338,TCI,0.72,-1,True,Am annoyed by others' mistakes.,Tolerance,,,True
it_103339,TCI,0.86,1,False,Am apprehensive about new encounters.,Social-discomfort,,,True
it_103340,TCI,0.86,-1,True,Am comfortable in unfamiliar situations.,Social-discomfort,,,True
it_103341,TCI,0.83,-1,True,Am easily discouraged.,Resourcefulness,,,True
it_103342,TCI,0.83,-1,True,Am easily intimidated.,Resourcefulness,,,True
it_103343,TCI,0.8,1,False,Am easily moved to tears.,Sentimentality,,,True
it_103344,TCI,0.72,-1,True,Am embarrassed to have people see my home.,Satisfaction,,,True
it_103345,TCI,0.78,1,False,Am exacting in my work.,Industriousness/Perseverance/Persistence,,,True
it_103346,TCI,0.72,1,False,Am inclined to forgive others.,Compassion,,,True
it_103347,TCI,0.8,-1,True,Am indifferent to the feelings of others.,Sentimentality,,,True
it_103348,TCI,0.74,1,False,Am inexplicably happy some of the time.,Romanticism,,,True
it_103349,TCI,0.73,1,False,Am nice to store clerks.,Trust,,,True
it_103350,TCI,0.86,-1,True,Am not bothered by difficult social situations.,Social-discomfort,,,True
it_103351,TCI,0.72,-1,True,Am not in the mood for anything.,Satisfaction,,,True
it_103352,TCI,0.78,-1,True,Am not interested in abstract ideas.,Imagination,,,True
it_103353,TCI,0.65,-1,True,Am not interested in other people's problems.,Femininity,,,True
it_103354,TCI,0.71,-1,True,Am not sure where my life is going.,Hope/Optimism,,,True
it_103355,TCI,0.77,1,False,Am often down in the dumps.,Self-efficacy,,,True
it_103356,TCI,0.86,1,False,Am often in a bad mood.,Neuroticism,,,True
it_103357,TCI,0.86,1,False,Am open about my feelings.,Self-disclosure,,,True
it_103358,TCI,0.8,1,False,Am open to change.,Variety-seeking,,,True
it_103359,TCI,0.69,-1,True,Am out for my own personal gain.,Self-acceptance,,,True
it_103360,TCI,0.74,1,False,Am passionate about anything I'm involved in.,Romanticism,,,True
it_103361,TCI,0.74,1,False,Am passionate about causes.,Romanticism,,,True
it_103362,TCI,0.69,-1,True,Am preoccupied with myself.,Self-acceptance,,,True
it_103363,TCI,0.72,-1,True,Am quick to judge others.,Tolerance,,,True
it_103364,TCI,0.86,1,False,Am quiet around strangers.,Social-discomfort,,,True
it_103365,TCI,0.78,1,False,Am ready to do battle for a cause.,Industriousness/Perseverance/Persistence,,,True
it_103366,TCI,0.71,-1,True,Am resigned to my fate.,Hope/Optimism,,,True
it_103367,TCI,0.78,1,False,Avoid dangerous situations.,Harm-Avoidance,,,True
it_103368,TCI,0.77,1,False,Become overwhelmed by events.,Self-efficacy,,,True
it_103369,TCI,0.71,1,False,Believe in the importance of tradition.,Conservatism,,,True
it_103370,TCI,0.71,1,False,Believe kids need tough love.,Conservatism,,,True
it_103371,TCI,0.67,-1,True,Believe only in myself.,Conformity/Dependence/Need for approval,,,True
it_103372,TCI,0.72,1,False,Believe that others have good intentions.,Tolerance,,,True
it_103373,TCI,0.66,-1,True,Believe that the end justifies the means.,Morality,,,True
it_103374,TCI,0.71,1,False,Believe that there are universal truths.,Conservatism,,,True
it_103375,TCI,0.71,-1,True,Believe that there is no absolute right or wrong.,Conservatism,,,True
it_103376,TCI,0.72,1,False,Believe there are many sides to most issues.,Tolerance,,,True
it_103377,TCI,0.86,-1,True,Bottle up my feelings.,Self-disclosure,,,True
it_103378,TCI,0.8,1,False,Break rules.,Rebelliousness,,,True
it_103379,TCI,0.72,1,False,Can accept a lot from others.,Tolerance,,,True
it_103380,TCI,0.83,1,False,Can handle complex problems.,Resourcefulness,,,True
it_103381,TCI,0.77,-1,True,Can manage many things at the same time.,Self-efficacy,,,True
it_103382,TCI,0.75,1,False,Can perform a wide variety of tasks.,Competence,,,True
it_103383,TCI,0.77,-1,True,Can tackle anything.,Self-efficacy,,,True
it_103384,TCI,0.73,-1,True,Can't be bothered with other's needs.,Trust,,,True
it_103385,TCI,0.83,-1,True,Can't make up my mind.,Resourcefulness,,,True
it_103386,TCI,0.66,1,False,Care about justice.,Morality,,,True
it_103387,TCI,0.78,1,False,Carry out my plans.,Impulse-Control,,,True
it_103388,TCI,0.8,1,False,Cheat to get ahead.,Rebelliousness,,,True
it_103389,TCI,0.83,1,False,Complete tasks successfully.,Resourcefulness,,,True
it_103390,TCI,0.8,-1,True,Dislike changes.,Variety-seeking,,,True
it_103391,TCI,0.71,-1,True,Dislike movies with happy Hollywood endings.,Conservatism,,,True
it_103392,TCI,0.73,-1,True,Disregard the opinions of others.,Trust,,,True
it_103393,TCI,0.78,-1,True,Do dangerous things.,Harm-Avoidance,,,True
it_103394,TCI,0.78,-1,True,Do just enough work to get by.,Industriousness/Perseverance/Persistence,,,True
it_103395,TCI,0.78,1,False,Do more than what's expected of me.,Industriousness/Perseverance/Persistence,,,True
it_103396,TCI,0.74,-1,True,Do not like poetry.,Romanticism,,,True
it_103397,TCI,0.66,-1,True,Do the opposite of what is asked.,Morality,,,True
it_103398,TCI,0.78,-1,True,Do things I later regret.,Impulse-Control,,,True
it_103399,TCI,0.72,-1,True,Do things out of revenge.,Compassion,,,True
it_103400,TCI,0.67,1,False,Do what others want me to do.,Conformity/Dependence/Need for approval,,,True
it_103401,TCI,0.8,-1,True,Don't have a soft side.,Sentimentality,,,True
it_103402,TCI,0.78,-1,True,Don't know why I do some of the things I do.,Impulse-Control,,,True
it_103403,TCI,0.75,-1,True,Don't put my mind on the task at hand.,Competence,,,True
it_103404,TCI,0.75,-1,True,Don't see things through.,Competence,,,True
it_103405,TCI,0.86,-1,True,Don't talk a lot.,Self-disclosure,,,True
it_103406,TCI,0.78,1,False,Easily resist temptations.,Impulse-Control,,,True
it_103407,TCI,0.78,-1,True,Enjoy being reckless.,Harm-Avoidance,,,True
it_103408,TCI,0.84,1,False,Enjoy bringing people together.,Friendliness,,,True
it_103409,TCI,0.8,1,False,Enjoy crude jokes.,Rebelliousness,,,True
it_103410,TCI,0.74,1,False,Enjoy examining myself and my life.,Romanticism,,,True
it_103411,TCI,0.8,1,False,Enjoy hearing new ideas.,Variety-seeking,,,True
it_103412,TCI,0.78,1,False,Experience my emotions intensely.,Imagination,,,True
it_103413,TCI,0.74,1,False,Express childlike joy.,Romanticism,,,True
it_103414,TCI,0.83,1,False,Face problems directly.,Resourcefulness,,,True
it_103415,TCI,0.72,-1,True,Feel attacked by others.,Satisfaction,,,True
it_103416,TCI,0.86,-1,True,Feel comfortable around people.,Social-discomfort,,,True
it_103417,TCI,0.73,-1,True,Feel little concern for others.,Trust,,,True
it_103418,TCI,0.72,-1,True,Feel short-changed in life.,Satisfaction,,,True
it_103419,TCI,0.65,1,False,Feel sympathy for those who are worse off than myself.,Femininity,,,True
it_103420,TCI,0.77,1,False,Feel that I'm unable to deal with things.,Self-efficacy,,,True
it_103421,TCI,0.72,-1,True,Feel that people have a hard time understanding,Satisfaction,,,True
it_103422,TCI,0.75,1,False,Feel up to any task.,Competence,,,True
it_103423,TCI,0.86,1,False,Find it difficult to approach others.,Social-discomfort,,,True
it_103424,TCI,0.85,-1,True,Find it difficult to get down to work.,Initiative,,,True
it_103425,TCI,0.72,-1,True,Find it hard to forgive others.,Compassion,,,True
it_103426,TCI,0.85,1,False,Finish tasks quickly.,Initiative,,,True
it_103427,TCI,0.67,1,False,Follow directions.,Conformity/Dependence/Need for approval,,,True
it_103428,TCI,0.67,1,False,Follow orders.,Conformity/Dependence/Need for approval,,,True
it_103429,TCI,0.78,1,False,Follow through with my plans.,Impulse-Control,,,True
it_103430,TCI,0.83,1,False,Formulate ideas clearly.,Resourcefulness,,,True
it_103431,TCI,0.72,-1,True,Get angry easily.,Compassion,,,True
it_103432,TCI,0.72,-1,True,Get back at others.,Compassion,,,True
it_103433,TCI,0.85,1,False,Get chores done right away.,Initiative,,,True
it_103434,TCI,0.72,-1,True,Get even with others.,Compassion,,,True
it_103435,TCI,0.72,-1,True,Get irritated easily.,Tolerance,,,True
it_103436,TCI,0.78,1,False,Get lost in my dreams.,Imagination,,,True
it_103437,TCI,0.78,1,False,Get so involved with things that I forget the time.,Imagination,,,True
it_103438,TCI,0.85,1,False,Get things done quickly.,Initiative,,,True
it_103439,TCI,0.85,1,False,Get to work at once.,Initiative,,,True
it_103440,TCI,0.67,-1,True,Give in to no one.,Conformity/Dependence/Need for approval,,,True
it_103441,TCI,0.75,-1,True,Give up easily.,Competence,,,True
it_103442,TCI,0.78,-1,True,Habitually blow my chances.,Impulse-Control,,,True
it_103443,TCI,0.67,1,False,Hate to seem pushy.,Conformity/Dependence/Need for approval,,,True
it_103444,TCI,0.79,1,False,Have a good word for everyone.,Empathy,,,True
it_103445,TCI,0.8,1,False,Have a soft heart.,Sentimentality,,,True
it_103446,TCI,0.72,-1,True,Have an eye for detail.,Recklessness,,,True
it_103447,TCI,0.84,-1,True,Have difficulty expressing my feelings.,Friendliness,,,True
it_103448,TCI,0.85,-1,True,Have difficulty starting tasks.,Initiative,,,True
it_103449,TCI,0.86,-1,True,Have little to say.,Self-disclosure,,,True
it_103450,TCI,0.72,-1,True,Hold a grudge.,Compassion,,,True
it_103451,TCI,0.72,-1,True,Investigate all possibilities.,Recklessness,,,True
it_103452,TCI,0.72,1,False,Jump into things without thinking.,Recklessness,,,True
it_103453,TCI,0.71,1,False,Keep improving myself.,Hope/Optimism,,,True
it_103454,TCI,0.72,1,False,Know how to enjoy myself.,Satisfaction,,,True
it_103455,TCI,0.8,1,False,Know how to get around the rules.,Rebelliousness,,,True
it_103456,TCI,0.78,-1,True,Know no limits.,Harm-Avoidance,,,True
it_103457,TCI,0.71,1,False,Know what I want.,Hope/Optimism,,,True
it_103458,TCI,0.72,-1,True,Lay down the law to others.,Tolerance,,,True
it_103459,TCI,0.72,-1,True,Let myself be used.,Satisfaction,,,True
it_103460,TCI,0.78,-1,True,Let myself go.,Harm-Avoidance,,,True
it_103461,TCI,0.71,-1,True,Let others determine my choices.,Hope/Optimism,,,True
it_103462,TCI,0.72,1,False,Like to act on a whim.,Recklessness,,,True
it_103463,TCI,0.73,1,False,Like to be of service to others.,Trust,,,True
it_103464,TCI,0.8,1,False,Like to begin new things.,Variety-seeking,,,True
it_103465,TCI,0.72,-1,True,Like to sleep on things before acting.,Recklessness,,,True
it_103466,TCI,0.75,1,False,Like to solve complex problems.,Competence,,,True
it_103467,TCI,0.8,1,False,Like to visit new places.,Variety-seeking,,,True
it_103468,TCI,0.65,1,False,Like to watch figure skating.,Femininity,,,True
it_103469,TCI,0.66,1,False,Listen to my conscience.,Morality,,,True
it_103470,TCI,0.69,-1,True,Look down on any weakness.,Self-acceptance,,,True
it_103471,TCI,0.72,-1,True,Look down on others.,Compassion,,,True
it_103472,TCI,0.65,1,False,Love children.,Femininity,,,True
it_103473,TCI,0.65,1,False,Love children's movies.,Femininity,,,True
it_103474,TCI,0.74,1,False,Love flowers.,Romanticism,,,True
it_103475,TCI,0.71,1,False,Love life.,Hope/Optimism,,,True
it_103476,TCI,0.8,1,False,Love to think up new ways of doing things.,Variety-seeking,,,True
it_103477,TCI,0.78,-1,True,Make a mess of things.,Impulse-Control,,,True
it_103478,TCI,0.79,1,False,Make people feel welcome.,Empathy,,,True
it_103479,TCI,0.72,1,False,Make rash decisions.,Recklessness,,,True
it_103480,TCI,0.66,-1,True,Misuse power.,Morality,,,True
it_103481,TCI,0.85,-1,True,Need a push to get started.,Initiative,,,True
it_103482,TCI,0.77,1,False,Need reassurance.,Self-efficacy,,,True
it_103483,TCI,0.85,-1,True,Never abuse my credit.,Extravagance,,,True
it_103484,TCI,0.71,1,False,Never give up hope.,Hope/Optimism,,,True
it_103485,TCI,0.78,1,False,Never give up.,Achievement-striving,,,True
it_103486,TCI,0.85,-1,True,Never spend more than I can afford.,Extravagance,,,True
it_103487,TCI,0.73,-1,True,Obstruct others' plans.,Trust,,,True
it_103488,TCI,0.86,1,False,Often feel uncomfortable around others.,Social-discomfort,,,True
it_103489,TCI,0.86,1,False,Only feel comfortable with friends.,Social-discomfort,,,True
it_103490,TCI,0.85,1,False,Overuse my credit.,Extravagance,,,True
it_103491,TCI,0.83,-1,True,Panic easily.,Resourcefulness,,,True
it_103492,TCI,0.85,1,False,Plunge into tasks with all my heart.,Initiative,,,True
it_103493,TCI,0.8,-1,True,Prefer to stick with things that I know.,Variety-seeking,,,True
it_103494,TCI,0.73,-1,True,Pretend to be concerned for others.,Trust,,,True
it_103495,TCI,0.85,-1,True,Put off unpleasant tasks.,Initiative,,,True
it_103496,TCI,0.67,-1,True,Quickly recognize possibilities.,Conformity/Dependence/Need for approval,,,True
it_103497,TCI,0.65,1,False,Radiate joy.,Femininity,,,True
it_103498,TCI,0.74,-1,True,Rarely look for a deeper meaning in things.,Romanticism,,,True
it_103499,TCI,0.78,1,False,Rarely overindulge.,Impulse-Control,,,True
it_103500,TCI,0.77,-1,True,Readily overcome setbacks.,Self-efficacy,,,True
it_103501,TCI,0.79,1,False,Reassure others.,Empathy,,,True
it_103502,TCI,0.72,-1,True,Reflect on things before acting.,Recklessness,,,True
it_103503,TCI,0.8,1,False,Resist authority.,Rebelliousness,,,True
it_103504,TCI,0.8,-1,True,Respect authority.,Rebelliousness,,,True
it_103505,TCI,0.72,1,False,Respect others.,Tolerance,,,True
it_103506,TCI,0.69,1,False,Respect the opinions of others.,Self-acceptance,,,True
it_103507,TCI,0.66,1,False,Return extra change when a cashier makes a mistake.,Morality,,,True
it_103508,TCI,0.86,-1,True,Reveal little about myself.,Self-disclosure,,,True
it_103509,TCI,0.72,1,False,Rush into things.,Recklessness,,,True
it_103510,TCI,0.71,1,False,Sacrifice myself for others.,Conservatism,,,True
it_103511,TCI,0.86,-1,True,Say little.,Self-disclosure,,,True
it_103512,TCI,0.74,1,False,See beauty in things that others might not notice.,Romanticism,,,True
it_103513,TCI,0.72,-1,True,See events as unavoidable.,Satisfaction,,,True
it_103514,TCI,0.69,-1,True,See other people as my competitors.,Self-acceptance,,,True
it_103515,TCI,0.78,-1,True,Seek danger.,Harm-Avoidance,,,True
it_103516,TCI,0.69,-1,True,Seek status.,Self-acceptance,,,True
it_103517,TCI,0.78,1,False,Set high standards for myself and others.,Industriousness/Perseverance/Persistence,,,True
it_103518,TCI,0.86,1,False,Show my feelings.,Self-disclosure,,,True
it_103519,TCI,0.85,1,False,Spend more money than I have.,Extravagance,,,True
it_103520,TCI,0.66,1,False,Stand behind my actions.,Morality,,,True
it_103521,TCI,0.85,1,False,Start tasks right away.,Initiative,,,True
it_103522,TCI,0.8,-1,True,Stick to the rules.,Rebelliousness,,,True
it_103523,TCI,0.72,-1,True,Suspect hidden motives in others.,Satisfaction,,,True
it_103524,TCI,0.78,1,False,Take control of things.,Achievement-striving,,,True
it_103525,TCI,0.72,-1,True,Take precautions.,Recklessness,,,True
it_103526,TCI,0.78,-1,True,Take risks.,Harm-Avoidance,,,True
it_103527,TCI,0.69,1,False,Take things as they come.,Self-acceptance,,,True
it_103528,TCI,0.79,1,False,Take time out for others.,Empathy,,,True
it_103529,TCI,0.86,1,False,Talk about my worries.,Self-disclosure,,,True
it_103530,TCI,0.86,-1,True,Talk to a lot of different people at parties.,Social-discomfort,,,True
it_103531,TCI,0.72,-1,True,Think twice before doing something.,Recklessness,,,True
it_103532,TCI,0.65,-1,True,Try not to think about the needy.,Femininity,,,True
it_103533,TCI,0.8,-1,True,Try to follow the rules.,Rebelliousness,,,True
it_103534,TCI,0.66,-1,True,Try to fool others.,Morality,,,True
it_103535,TCI,0.72,1,False,Try to forgive and forget.,Compassion,,,True
it_103536,TCI,0.78,1,False,Try to lead others.,Achievement-striving,,,True
it_103537,TCI,0.73,1,False,Try to maintain a pleasant atmosphere.,Trust,,,True
it_103538,TCI,0.78,1,False,Try to outdo others.,Achievement-striving,,,True
it_103539,TCI,0.67,1,False,Try to please everyone.,Conformity/Dependence/Need for approval,,,True
it_103540,TCI,0.65,1,False,Try to stay in touch with myself.,Femininity,,,True
it_103541,TCI,0.78,1,False,Try to surpass others' accomplishments.,Achievement-striving,,,True
it_103542,TCI,0.69,-1,True,Use flattery to get ahead.,Self-acceptance,,,True
it_103543,TCI,0.8,1,False,Use swear words.,Rebelliousness,,,True
it_103544,TCI,0.83,-1,True,Wait for others to lead the way.,Resourcefulness,,,True
it_103545,TCI,0.78,1,False,Want to be in charge.,Achievement-striving,,,True
it_103546,TCI,0.78,1,False,Want to be the very best.,Achievement-striving,,,True
it_103547,TCI,0.78,-1,True,Waste my time.,Impulse-Control,,,True
it_103548,TCI,0.78,-1,True,Willing to try anything once.,Harm-Avoidance,,,True
it_103549,TCI,0.72,-1,True,Withhold information from others.,Satisfaction,,,True
it_103550,TCI,0.71,1,False,Work on improving myself.,Hope/Optimism,,,True
it_103551,TCI,0.8,-1,True,Would never cheat on my taxes.,Rebelliousness,,,True
it_103552,TCI,0.78,1,False,Would never go hang gliding or bungee jumping.,Harm-Avoidance,,,True
it_103553,TCI,0.78,1,False,Would never make a high risk investment.,Harm-Avoidance,,,True
it_103554,VIA,0.73,0,True,Act before thinking through the consequences.,Prudence,,,True
it_103555,VIA,0.7,1,False,Admit when I am wrong.,Fairness,,,True
it_103556,VIA,0.76,1,False,Allow others to make a fresh start.,Forgiveness,,,True
it_103557,VIA,0.75,1,False,Am a brave person.,Bravery,,,True
it_103558,VIA,0.8,1,False,Am a firm believer in thinking things through.,Judgment,,,True
it_103559,VIA,0.81,1,False,Am a goal-oriented person.,Perseverance,,,True
it_103560,VIA,0.7,1,False,Am a good listener.,Fairness,,,True
it_103561,VIA,0.81,1,False,Am a hard worker.,Perseverance,,,True
it_103562,VIA,0.75,1,False,Am a highly disciplined person.,Self-Regulation,,,True
it_103563,VIA,0.91,1,False,Am a spiritual person.,Spirituality,,,True
it_103564,VIA,0.77,1,False,Am a true life-long learner.,Love of Learning,,,True
it_103565,VIA,0.85,1,False,Am able to come up with new and different ideas.,Creativity,,,True
it_103566,VIA,0.76,1,False,Am able to fit into any situation.,Social Intelligence,,,True
it_103567,VIA,0.78,1,False,Am always busy with something interesting.,Curiosity,,,True
it_103568,VIA,0.79,1,False,Am an extremely grateful person.,Gratitude,,,True
it_103569,VIA,0.78,0,True,Am an extremely loyal person.,Teamwork,,,True
it_103570,VIA,0.85,1,False,Am an original thinker.,Creativity,,,True
it_103571,VIA,0.7,1,False,Am committed to principles of justice and equality.,Fairness,,,True
it_103572,VIA,0.75,1,False,Am considered to be a wise person.,Perspective,,,True
it_103573,VIA,0.78,0,True,Am described as grumpy.,Zest,,,True
it_103574,VIA,0.78,1,False,Am excited by many different activities.,Curiosity,,,True
it_103575,VIA,0.78,1,False,Am good at helping people work well together.,Leadership,,,True
it_103576,VIA,0.76,1,False,Am good at sensing what others are feeling.,Social Intelligence,,,True
it_103577,VIA,0.72,-1,True,Am hard to understand.,Honesty,,,True
it_103578,VIA,0.7,1,False,Am humble about the good things that have happened to me.,Humility,,,True
it_103579,VIA,0.77,1,False,Am in awe of simple things in life that others might take for granted.,Appreciation of Beauty,,,True
it_103580,VIA,0.78,1,False,Am never bored.,Curiosity,,,True
it_103581,VIA,0.72,1,False,Am never too busy to help a friend.,Kindness,,,True
it_103582,VIA,0.78,-1,True,Am not all that curious about the world.,Curiosity,,,True
it_103583,VIA,0.73,-1,True,Am not confident that my way of doing things will work out for the best.,Hope,,,True
it_103584,VIA,0.85,-1,True,Am not considered to have new and different ideas.,Creativity,,,True
it_103585,VIA,0.84,-1,True,Am not fun to be with.,Humor,,,True
it_103586,VIA,0.75,-1,True,Am not good at figuring out what really matters.,Perspective,,,True
it_103587,VIA,0.78,-1,True,Am not good at planning group activities.,Leadership,,,True
it_103588,VIA,0.78,-1,True,Am not good at taking charge of a group.,Leadership,,,True
it_103589,VIA,0.78,-1,True,Am not good at working with a group.,Teamwork,,,True
it_103590,VIA,0.84,-1,True,Am not known for my sense of humor.,Humor,,,True
it_103591,VIA,0.75,-1,True,Am not very good at getting things done.,Self-Regulation,,,True
it_103592,VIA,0.72,-1,True,Am only kind to others if they have been kind to me.,Kindness,,,True
it_103593,VIA,0.7,1,False,Am proud that I am an ordinary person.,Humility,,,True
